PlayerID;Date;HeightInCm
4;15-5-2018;59
4;15-5-2018;65
4;15-5-2018;29
4;15-5-2018;69
4;15-5-2018;50
4;15-5-2018;60
4;15-5-2018;63
4;15-5-2018;46
4;15-5-2018;58
4;15-5-2018;59
4;15-5-2018;58
4;15-5-2018;32
4;15-5-2018;42
4;15-5-2018;55
4;15-5-2018;49
4;16-5-2018;64
4;16-5-2018;60
4;16-5-2018;57
4;16-5-2018;60
4;16-5-2018;56
4;16-5-2018;61
4;16-5-2018;50
4;16-5-2018;58
4;16-5-2018;63
4;16-5-2018;58
4;16-5-2018;44
4;16-5-2018;43
4;16-5-2018;34
4;16-5-2018;56
4;16-5-2018;65
4;16-5-2018;58
4;16-5-2018;60
4;16-5-2018;67
4;16-5-2018;58
4;16-5-2018;53
4;16-5-2018;56
4;16-5-2018;48
4;16-5-2018;26
4;16-5-2018;65
4;16-5-2018;58
4;16-5-2018;68
4;16-5-2018;46
4;16-5-2018;51
4;16-5-2018;56
4;16-5-2018;61
4;16-5-2018;56
4;16-5-2018;58
4;16-5-2018;71
4;16-5-2018;49
4;16-5-2018;65
4;16-5-2018;40
4;16-5-2018;45
4;16-5-2018;60
4;16-5-2018;71
4;16-5-2018;35
4;16-5-2018;63
4;16-5-2018;34
4;16-5-2018;52
4;16-5-2018;49
4;16-5-2018;36
4;16-5-2018;58
4;16-5-2018;62
4;16-5-2018;44
4;16-5-2018;43
4;16-5-2018;61
4;16-5-2018;53
4;16-5-2018;66
4;16-5-2018;25
4;16-5-2018;25
4;16-5-2018;26
4;16-5-2018;27
4;16-5-2018;26
4;16-5-2018;27
4;16-5-2018;30
4;16-5-2018;26
4;16-5-2018;64
4;16-5-2018;66
4;16-5-2018;65
4;16-5-2018;68
4;16-5-2018;24
4;16-5-2018;29
4;16-5-2018;22
4;16-5-2018;22
4;16-5-2018;59
4;16-5-2018;62
4;16-5-2018;64
4;16-5-2018;59
4;16-5-2018;62
4;16-5-2018;61
4;16-5-2018;65
4;16-5-2018;72
4;16-5-2018;71
4;16-5-2018;18
4;16-5-2018;63
4;17-5-2018;58
4;17-5-2018;60
4;17-5-2018;60
4;17-5-2018;47
4;17-5-2018;59
4;17-5-2018;59
4;17-5-2018;43
4;17-5-2018;50
4;17-5-2018;59
4;17-5-2018;57
4;17-5-2018;55
4;17-5-2018;20
4;17-5-2018;65
4;17-5-2018;66
4;17-5-2018;51
4;17-5-2018;23
4;17-5-2018;58
4;17-5-2018;63
4;17-5-2018;56
4;17-5-2018;21
4;17-5-2018;57
4;17-5-2018;65
4;17-5-2018;71
4;17-5-2018;72
4;17-5-2018;42
4;17-5-2018;60
4;17-5-2018;73
4;17-5-2018;45
4;17-5-2018;54
4;17-5-2018;50
4;17-5-2018;66
4;17-5-2018;61
4;17-5-2018;67
4;17-5-2018;48
4;17-5-2018;61
4;17-5-2018;25
4;17-5-2018;51
4;17-5-2018;68
4;17-5-2018;23
4;17-5-2018;56
4;17-5-2018;53
4;17-5-2018;53
4;17-5-2018;60
4;17-5-2018;67
4;17-5-2018;63
4;17-5-2018;46
4;17-5-2018;55
4;17-5-2018;57
4;17-5-2018;49
4;17-5-2018;31
4;17-5-2018;62
4;17-5-2018;47
4;17-5-2018;59
4;17-5-2018;58
4;17-5-2018;35
4;17-5-2018;67
4;17-5-2018;52
4;17-5-2018;52
4;17-5-2018;66
4;17-5-2018;70
4;17-5-2018;40
4;17-5-2018;64
4;17-5-2018;61
4;17-5-2018;50
4;17-5-2018;50
4;17-5-2018;19
4;17-5-2018;33
4;17-5-2018;62
4;17-5-2018;48
4;17-5-2018;37
4;17-5-2018;67
4;17-5-2018;60
4;17-5-2018;63
4;17-5-2018;60
4;17-5-2018;57
4;17-5-2018;54
4;17-5-2018;46
4;17-5-2018;67
4;18-5-2018;0
4;19-5-2018;65
4;19-5-2018;63
4;19-5-2018;66
4;19-5-2018;72
4;19-5-2018;49
4;19-5-2018;51
4;19-5-2018;19
4;19-5-2018;59
4;19-5-2018;51
4;19-5-2018;39
4;19-5-2018;62
4;19-5-2018;30
4;19-5-2018;58
4;19-5-2018;48
4;19-5-2018;65
4;19-5-2018;50
4;19-5-2018;41
4;19-5-2018;58
4;19-5-2018;18
4;19-5-2018;25
4;19-5-2018;48
4;19-5-2018;62
4;19-5-2018;65
4;19-5-2018;48
4;19-5-2018;61
4;19-5-2018;54
4;19-5-2018;65
4;19-5-2018;65
4;19-5-2018;63
4;19-5-2018;66
4;19-5-2018;73
4;19-5-2018;70
4;19-5-2018;74
4;19-5-2018;61
4;19-5-2018;68
4;19-5-2018;64
4;19-5-2018;68
4;19-5-2018;66
4;19-5-2018;61
4;19-5-2018;61
4;19-5-2018;61
4;19-5-2018;53
4;19-5-2018;60
4;19-5-2018;62
4;19-5-2018;74
4;19-5-2018;66
4;19-5-2018;68
4;19-5-2018;57
4;19-5-2018;56
4;19-5-2018;68
4;19-5-2018;63
4;19-5-2018;61
4;19-5-2018;74
4;19-5-2018;55
4;19-5-2018;66
4;19-5-2018;64
4;19-5-2018;64
4;19-5-2018;60
4;19-5-2018;53
4;19-5-2018;69
4;19-5-2018;68
4;19-5-2018;62
4;19-5-2018;58
4;19-5-2018;67
4;19-5-2018;63
4;19-5-2018;62
4;19-5-2018;58
4;19-5-2018;61
4;19-5-2018;51
4;19-5-2018;59
4;19-5-2018;59
4;19-5-2018;63
4;19-5-2018;60
4;19-5-2018;63
4;19-5-2018;37
4;19-5-2018;67
4;19-5-2018;62
4;19-5-2018;39
4;19-5-2018;66
4;19-5-2018;57
4;19-5-2018;27
4;19-5-2018;31
4;19-5-2018;61
4;19-5-2018;28
4;19-5-2018;55
4;19-5-2018;65
4;19-5-2018;20
4;19-5-2018;54
4;19-5-2018;50
4;19-5-2018;48
4;19-5-2018;67
4;19-5-2018;35
4;19-5-2018;59
4;19-5-2018;44
4;19-5-2018;56
4;19-5-2018;66
4;19-5-2018;60
4;19-5-2018;52
4;19-5-2018;61
4;19-5-2018;64
4;19-5-2018;62
4;19-5-2018;56
4;19-5-2018;62
4;19-5-2018;67
4;19-5-2018;58
4;20-5-2018;0
4;21-5-2018;0
4;22-5-2018;0
4;23-5-2018;0
4;24-5-2018;0
4;25-5-2018;0
4;26-5-2018;0
4;27-5-2018;0
4;17-7-2018;0
4;18-7-2018;69
4;18-7-2018;72
4;18-7-2018;73
4;18-7-2018;62
4;18-7-2018;60
4;18-7-2018;64
4;18-7-2018;66
4;18-7-2018;58
4;18-7-2018;56
4;18-7-2018;58
4;18-7-2018;61
4;18-7-2018;68
4;18-7-2018;52
4;18-7-2018;24
4;18-7-2018;69
4;18-7-2018;62
4;18-7-2018;60
4;18-7-2018;64
4;18-7-2018;66
4;18-7-2018;68
4;18-7-2018;66
4;18-7-2018;69
4;18-7-2018;66
4;18-7-2018;64
4;18-7-2018;52
4;18-7-2018;55
4;18-7-2018;50
4;18-7-2018;58
4;18-7-2018;51
4;18-7-2018;38
4;18-7-2018;57
4;18-7-2018;53
4;18-7-2018;51
4;18-7-2018;56
4;18-7-2018;46
4;18-7-2018;55
4;18-7-2018;58
4;18-7-2018;53
4;18-7-2018;57
4;18-7-2018;52
4;18-7-2018;55
4;18-7-2018;29
4;18-7-2018;48
4;18-7-2018;52
4;18-7-2018;52
4;18-7-2018;59
4;18-7-2018;18
4;18-7-2018;68
4;18-7-2018;55
4;18-7-2018;53
4;18-7-2018;62
4;19-7-2018;51
4;19-7-2018;55
4;19-7-2018;55
4;19-7-2018;24
4;19-7-2018;65
4;19-7-2018;18
4;19-7-2018;57
4;19-7-2018;50
4;19-7-2018;53
4;19-7-2018;52
4;19-7-2018;55
4;19-7-2018;73
4;19-7-2018;70
4;19-7-2018;61
4;19-7-2018;14
4;19-7-2018;68
4;19-7-2018;61
4;19-7-2018;66
4;19-7-2018;64
4;19-7-2018;71
4;19-7-2018;68
4;19-7-2018;64
4;19-7-2018;66
4;19-7-2018;64
4;19-7-2018;21
4;19-7-2018;22
4;19-7-2018;20
4;19-7-2018;72
4;19-7-2018;73
4;19-7-2018;73
4;19-7-2018;65
4;19-7-2018;38
4;19-7-2018;67
4;19-7-2018;46
4;19-7-2018;53
4;19-7-2018;64
4;19-7-2018;64
4;19-7-2018;58
4;19-7-2018;49
4;19-7-2018;43
4;19-7-2018;37
4;19-7-2018;57
4;19-7-2018;68
4;19-7-2018;59
4;19-7-2018;55
4;19-7-2018;59
4;19-7-2018;57
4;19-7-2018;59
4;19-7-2018;56
4;19-7-2018;57
4;19-7-2018;55
4;19-7-2018;40
4;19-7-2018;34
4;19-7-2018;42
4;19-7-2018;49
4;19-7-2018;26
4;19-7-2018;55
4;19-7-2018;60
4;19-7-2018;51
4;19-7-2018;63
4;19-7-2018;48
4;19-7-2018;58
4;19-7-2018;60
4;19-7-2018;31
4;19-7-2018;53
4;19-7-2018;63
4;19-7-2018;47
4;19-7-2018;42
4;20-7-2018;47
4;20-7-2018;49
4;20-7-2018;50
4;20-7-2018;57
4;20-7-2018;48
4;20-7-2018;53
4;20-7-2018;58
4;20-7-2018;56
4;20-7-2018;58
4;20-7-2018;56
4;20-7-2018;66
4;20-7-2018;50
4;20-7-2018;49
4;20-7-2018;16
4;20-7-2018;54
4;20-7-2018;47
4;20-7-2018;63
4;20-7-2018;52
4;20-7-2018;53
4;20-7-2018;56
4;20-7-2018;53
4;20-7-2018;66
4;20-7-2018;54
4;20-7-2018;55
4;20-7-2018;58
4;20-7-2018;47
4;20-7-2018;50
4;20-7-2018;36
4;20-7-2018;55
4;20-7-2018;58
4;20-7-2018;62
4;20-7-2018;64
4;20-7-2018;58
4;20-7-2018;62
4;20-7-2018;60
4;20-7-2018;62
4;20-7-2018;63
4;20-7-2018;65
4;20-7-2018;59
4;20-7-2018;38
4;20-7-2018;31
4;20-7-2018;56
4;20-7-2018;47
4;20-7-2018;38
4;20-7-2018;35
4;20-7-2018;60
4;20-7-2018;46
4;20-7-2018;49
4;20-7-2018;47
4;20-7-2018;51
4;20-7-2018;51
4;20-7-2018;51
4;20-7-2018;58
4;20-7-2018;61
4;20-7-2018;44
4;20-7-2018;23
4;20-7-2018;26
4;20-7-2018;45
4;20-7-2018;51
4;20-7-2018;53
4;20-7-2018;52
4;20-7-2018;58
4;20-7-2018;54
4;20-7-2018;52
4;20-7-2018;55
4;20-7-2018;14
4;20-7-2018;60
4;20-7-2018;55
4;20-7-2018;52
4;20-7-2018;51
4;20-7-2018;57
4;20-7-2018;14
4;20-7-2018;58
4;20-7-2018;58
4;20-7-2018;61
4;20-7-2018;59
4;20-7-2018;59
4;20-7-2018;49
4;20-7-2018;47
4;20-7-2018;50
4;20-7-2018;61
4;20-7-2018;31
4;20-7-2018;57
4;20-7-2018;57
4;20-7-2018;44
4;20-7-2018;50
4;20-7-2018;51
4;20-7-2018;51
4;20-7-2018;52
4;20-7-2018;57
4;20-7-2018;61
4;20-7-2018;59
4;20-7-2018;51
4;20-7-2018;55
4;20-7-2018;64
4;20-7-2018;56
4;20-7-2018;57
4;20-7-2018;51
4;20-7-2018;56
4;20-7-2018;56
4;20-7-2018;32
4;20-7-2018;58
4;20-7-2018;50
4;20-7-2018;57
4;20-7-2018;54
4;20-7-2018;56
4;21-7-2018;0
4;22-7-2018;0
4;23-7-2018;51
4;23-7-2018;69
4;23-7-2018;56
4;23-7-2018;48
4;23-7-2018;56
4;23-7-2018;53
4;23-7-2018;48
4;23-7-2018;53
4;23-7-2018;13
4;23-7-2018;54
4;23-7-2018;59
4;23-7-2018;49
4;23-7-2018;57
4;23-7-2018;52
4;23-7-2018;53
4;23-7-2018;46
4;23-7-2018;24
4;23-7-2018;53
4;23-7-2018;53
4;23-7-2018;57
4;23-7-2018;52
4;23-7-2018;55
4;23-7-2018;58
4;23-7-2018;55
4;23-7-2018;58
4;23-7-2018;63
4;23-7-2018;71
4;23-7-2018;63
4;23-7-2018;64
4;23-7-2018;54
4;23-7-2018;56
4;23-7-2018;53
4;23-7-2018;57
4;23-7-2018;57
4;23-7-2018;57
4;23-7-2018;57
4;23-7-2018;62
4;23-7-2018;72
4;23-7-2018;64
4;23-7-2018;70
4;23-7-2018;61
4;23-7-2018;63
4;23-7-2018;54
4;23-7-2018;60
4;23-7-2018;58
4;23-7-2018;58
4;23-7-2018;41
4;23-7-2018;51
4;23-7-2018;45
4;23-7-2018;29
4;23-7-2018;53
4;23-7-2018;49
4;23-7-2018;49
4;23-7-2018;57
4;23-7-2018;60
4;23-7-2018;52
4;23-7-2018;41
4;23-7-2018;30
4;23-7-2018;54
4;23-7-2018;46
4;23-7-2018;49
4;23-7-2018;51
4;23-7-2018;59
4;23-7-2018;39
4;23-7-2018;49
4;23-7-2018;47
4;23-7-2018;63
4;23-7-2018;36
4;23-7-2018;59
4;23-7-2018;58
4;23-7-2018;55
4;23-7-2018;49
4;23-7-2018;71
4;23-7-2018;45
4;23-7-2018;50
4;23-7-2018;47
4;23-7-2018;52
4;23-7-2018;57
4;23-7-2018;55
4;23-7-2018;71
4;23-7-2018;53
4;23-7-2018;53
4;23-7-2018;56
4;23-7-2018;63
4;23-7-2018;55
4;23-7-2018;56
4;23-7-2018;50
4;23-7-2018;25
4;23-7-2018;55
4;23-7-2018;50
4;23-7-2018;62
4;23-7-2018;55
4;23-7-2018;38
4;23-7-2018;49
4;23-7-2018;57
4;23-7-2018;45
4;23-7-2018;39
4;24-7-2018;65
4;24-7-2018;68
4;24-7-2018;57
4;24-7-2018;19
4;24-7-2018;59
4;24-7-2018;44
4;24-7-2018;26
4;24-7-2018;67
4;24-7-2018;49
4;24-7-2018;55
4;24-7-2018;61
4;24-7-2018;42
4;24-7-2018;22
4;24-7-2018;61
4;24-7-2018;46
4;24-7-2018;48
4;24-7-2018;60
4;24-7-2018;43
4;24-7-2018;62
4;24-7-2018;18
4;24-7-2018;65
4;24-7-2018;30
4;24-7-2018;18
4;24-7-2018;58
4;24-7-2018;55
4;24-7-2018;56
4;24-7-2018;53
4;24-7-2018;58
4;24-7-2018;53
4;24-7-2018;22
4;24-7-2018;68
4;24-7-2018;25
4;24-7-2018;64
4;24-7-2018;27
4;24-7-2018;71
4;24-7-2018;51
4;24-7-2018;67
4;24-7-2018;18
4;24-7-2018;65
4;24-7-2018;61
4;24-7-2018;60
4;24-7-2018;58
4;24-7-2018;53
4;24-7-2018;52
4;24-7-2018;59
4;24-7-2018;65
4;24-7-2018;52
4;24-7-2018;60
4;24-7-2018;55
4;24-7-2018;57
4;24-7-2018;53
4;24-7-2018;52
4;24-7-2018;60
4;24-7-2018;19
4;24-7-2018;56
4;24-7-2018;55
4;24-7-2018;53
4;24-7-2018;53
4;24-7-2018;60
4;24-7-2018;59
4;24-7-2018;62
4;24-7-2018;63
4;24-7-2018;31
4;24-7-2018;53
4;24-7-2018;38
4;24-7-2018;54
4;24-7-2018;56
4;24-7-2018;67
4;24-7-2018;64
4;24-7-2018;15
4;24-7-2018;39
4;24-7-2018;54
4;24-7-2018;51
4;24-7-2018;48
4;24-7-2018;52
4;24-7-2018;43
4;24-7-2018;55
4;24-7-2018;46
4;24-7-2018;52
4;24-7-2018;32
4;24-7-2018;25
4;24-7-2018;50
4;24-7-2018;33
4;24-7-2018;53
4;24-7-2018;55
4;24-7-2018;56
4;24-7-2018;53
4;24-7-2018;53
4;24-7-2018;51
4;24-7-2018;54
4;24-7-2018;37
4;24-7-2018;56
4;24-7-2018;54
4;24-7-2018;57
4;24-7-2018;54
4;25-7-2018;0
4;26-7-2018;61
4;26-7-2018;41
4;26-7-2018;52
4;26-7-2018;58
4;26-7-2018;62
4;26-7-2018;62
4;26-7-2018;36
4;26-7-2018;60
4;26-7-2018;40
4;26-7-2018;57
4;26-7-2018;28
4;26-7-2018;19
4;26-7-2018;51
4;26-7-2018;59
4;26-7-2018;64
4;26-7-2018;49
4;26-7-2018;63
4;26-7-2018;60
4;26-7-2018;52
4;26-7-2018;54
4;26-7-2018;62
4;26-7-2018;66
4;26-7-2018;54
4;26-7-2018;62
4;26-7-2018;21
4;26-7-2018;65
4;26-7-2018;37
4;26-7-2018;57
4;26-7-2018;17
4;26-7-2018;51
4;26-7-2018;21
4;26-7-2018;60
4;26-7-2018;36
4;26-7-2018;62
4;26-7-2018;42
4;26-7-2018;63
4;26-7-2018;66
4;26-7-2018;68
4;26-7-2018;63
4;26-7-2018;62
4;26-7-2018;49
4;26-7-2018;49
4;26-7-2018;47
4;26-7-2018;69
4;26-7-2018;64
4;26-7-2018;64
4;26-7-2018;63
4;26-7-2018;67
4;26-7-2018;66
4;26-7-2018;48
4;26-7-2018;68
4;26-7-2018;58
4;26-7-2018;51
4;26-7-2018;55
4;26-7-2018;56
4;26-7-2018;55
4;26-7-2018;48
4;26-7-2018;61
4;26-7-2018;52
4;26-7-2018;43
4;26-7-2018;26
4;26-7-2018;54
4;26-7-2018;55
4;26-7-2018;69
4;26-7-2018;51
4;26-7-2018;53
4;26-7-2018;39
4;26-7-2018;61
4;26-7-2018;51
4;26-7-2018;72
4;26-7-2018;24
4;26-7-2018;56
4;26-7-2018;62
4;26-7-2018;46
4;26-7-2018;57
4;26-7-2018;40
4;26-7-2018;49
4;26-7-2018;48
4;26-7-2018;31
4;26-7-2018;53
4;26-7-2018;54
4;26-7-2018;62
4;26-7-2018;54
4;26-7-2018;47
4;26-7-2018;54
4;26-7-2018;61
4;26-7-2018;52
4;26-7-2018;45
4;26-7-2018;54
4;26-7-2018;46
4;26-7-2018;25
4;26-7-2018;57
4;26-7-2018;34
4;26-7-2018;51
4;26-7-2018;61
4;26-7-2018;33
4;26-7-2018;46
4;26-7-2018;50
4;26-7-2018;63
4;26-7-2018;53
4;26-7-2018;54
4;26-7-2018;63
4;26-7-2018;60
4;26-7-2018;72
4;26-7-2018;68
4;26-7-2018;59
4;26-7-2018;47
4;26-7-2018;43
4;26-7-2018;54
4;26-7-2018;58
4;26-7-2018;54
4;26-7-2018;53
4;26-7-2018;33
4;26-7-2018;60
4;26-7-2018;42
4;26-7-2018;50
4;26-7-2018;56
4;26-7-2018;63
4;26-7-2018;55
4;26-7-2018;48
4;26-7-2018;59
4;26-7-2018;55
4;26-7-2018;18
4;26-7-2018;55
4;26-7-2018;60
4;26-7-2018;42
4;26-7-2018;55
4;26-7-2018;57
4;26-7-2018;55
4;26-7-2018;58
4;26-7-2018;45
4;26-7-2018;53
4;26-7-2018;15
4;26-7-2018;61
4;26-7-2018;62
4;26-7-2018;56
4;27-7-2018;52
4;27-7-2018;18
4;27-7-2018;63
4;27-7-2018;48
4;27-7-2018;26
4;27-7-2018;53
4;27-7-2018;43
4;27-7-2018;51
4;27-7-2018;48
4;27-7-2018;55
4;27-7-2018;57
4;27-7-2018;48
4;27-7-2018;52
4;27-7-2018;41
4;27-7-2018;38
4;27-7-2018;36
4;27-7-2018;54
4;27-7-2018;16
4;27-7-2018;52
4;27-7-2018;44
4;27-7-2018;48
4;27-7-2018;48
4;27-7-2018;29
4;27-7-2018;51
4;27-7-2018;46
4;27-7-2018;59
4;27-7-2018;58
4;27-7-2018;21
4;27-7-2018;58
4;27-7-2018;60
4;27-7-2018;55
4;27-7-2018;55
4;27-7-2018;67
4;27-7-2018;63
4;27-7-2018;60
4;27-7-2018;62
4;27-7-2018;53
4;27-7-2018;54
4;27-7-2018;50
4;27-7-2018;58
4;27-7-2018;50
4;27-7-2018;53
4;27-7-2018;56
4;27-7-2018;55
4;27-7-2018;47
4;27-7-2018;63
4;27-7-2018;42
4;27-7-2018;36
4;27-7-2018;63
4;27-7-2018;50
4;27-7-2018;15
4;27-7-2018;61
4;27-7-2018;49
4;27-7-2018;47
4;27-7-2018;54
4;27-7-2018;49
4;27-7-2018;43
4;27-7-2018;53
4;27-7-2018;52
4;27-7-2018;54
4;27-7-2018;56
4;27-7-2018;56
4;27-7-2018;52
4;27-7-2018;53
4;27-7-2018;48
4;27-7-2018;58
4;27-7-2018;60
4;27-7-2018;60
4;27-7-2018;37
4;27-7-2018;55
4;27-7-2018;57
4;27-7-2018;46
4;27-7-2018;49
4;27-7-2018;51
4;27-7-2018;35
4;27-7-2018;58
4;27-7-2018;38
4;27-7-2018;53
4;27-7-2018;49
4;27-7-2018;60
4;27-7-2018;47
4;27-7-2018;49
4;27-7-2018;56
4;27-7-2018;49
4;27-7-2018;52
4;27-7-2018;51
4;27-7-2018;60
4;27-7-2018;53
4;27-7-2018;32
4;27-7-2018;43
4;27-7-2018;44
